timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-04-08 00:00:00,69360.38,69360.39,69327.8,69337.98,15.11768,1712534459999,1048382.16419920,919,7.11173000,493191.33189240,0
2024-04-08 00:01:00,69337.99,69354.0,69336.17,69336.18,9.01057,1712534519999,624837.31875360,685,1.56511000,108528.91134150,0
2024-04-08 00:02:00,69336.17,69336.18,69297.83,69297.83,17.92209,1712534579999,1242335.07664480,1114,0.41009000,28422.54891600,0
2024-04-08 00:03:00,69297.83,69297.84,69267.07,69274.0,17.88329,1712534639999,1239046.03186380,768,3.01343000,208757.17780520,0
2024-04-08 00:04:00,69273.99,69274.0,69247.8,69268.56,11.69577,1712534699999,810028.55736480,977,2.27246000,157390.34202330,0
2024-04-08 00:05:00,69268.57,69270.64,69222.66,69222.67,16.72497,1712534759999,1158215.95974750,1148,2.56552000,177670.22379040,0
2024-04-08 00:06:00,69222.66,69230.0,69168.29,69181.24,35.14482,1712534819999,2431741.99504320,2290,11.14785000,771309.28643030,0
2024-04-08 00:07:00,69181.23,69225.77,69181.23,69221.82,6.96336,1712534879999,481958.82777870,1049,3.85157000,266557.02392530,0
2024-04-08 00:08:00,69221.83,69258.93,69189.0,69254.01,17.19939,1712534939999,1190628.61717220,1097,13.71996000,949777.33788480,0
2024-04-08 00:09:00,69254.0,69279.73,69240.0,69277.19,24.18498,1712534999999,1675016.56408730,938,19.72485000,1366101.90407020,0
2024-04-08 00:10:00,69277.19,69326.25,69254.0,69326.25,23.61622,1712535059999,1636154.21010450,1020,16.99788000,1177669.46480520,0
2024-04-08 00:11:00,69326.25,69428.76,69322.0,69408.0,22.45521,1712535119999,1558076.32656190,1445,13.66106000,947871.30647660,0
2024-04-08 00:12:00,69408.01,69418.0,69374.0,69417.99,18.39424,1712535179999,1276546.68760620,1118,7.71842000,535645.97340700,0
2024-04-08 00:13:00,69417.99,69419.0,69389.03,69389.03,9.72422,1712535239999,674917.18786130,749,1.29805000,90101.29372720,0
