timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-04-16 00:00:00,63419.99,63442.5,63326.48,63332.0,24.2572,1713225659999,1537257.96207870,1406,8.27876000,524567.49407020,0
2024-04-16 00:01:00,63332.0,63357.99,63315.66,63327.72,19.61322,1713225719999,1242228.56373350,1075,8.11103000,513731.08678340,0
2024-04-16 00:02:00,63327.73,63438.0,63324.0,63428.01,17.61316,1713225779999,1116384.80306480,1059,11.51459000,729807.43033860,0
2024-04-16 00:03:00,63428.01,63428.01,63360.81,63363.99,12.04631,1713225839999,763560.45084320,1181,6.00850000,380827.54913220,0
2024-04-16 00:04:00,63363.99,63474.0,63363.99,63456.4,24.80226,1713225899999,1573418.73237480,1246,15.20714000,964524.32510100,0
2024-04-16 00:05:00,63456.39,63492.87,63400.0,63406.43,21.56698,1713225959999,1368662.08127340,1506,10.91154000,692453.43528990,0
2024-04-16 00:06:00,63406.43,63406.43,63337.4,63373.94,28.59552,1713226019999,1812085.32490790,1692,10.21449000,647249.14489770,0
2024-04-16 00:07:00,63373.95,63377.47,63317.65,63330.51,25.38389,1713226079999,1607951.99795680,1214,14.27454000,904184.84235160,0
2024-04-16 00:08:00,63330.5,63370.0,63308.0,63308.0,33.95862,1713226139999,2150772.45236680,1228,19.06825000,1207828.64792010,0
2024-04-16 00:09:00,63308.0,63335.8,63308.0,63328.0,10.0871,1713226199999,638693.21126280,832,4.27886000,270927.38015940,0
2024-04-16 00:10:00,63327.99,63335.43,63308.0,63331.99,12.37199,1713226259999,783428.80259840,808,6.41333000,406104.83703040,0
2024-04-16 00:11:00,63332.0,63476.6,63328.01,63428.0,23.98983,1713226319999,1521605.64204540,1353,13.84251000,877777.71341510,0
2024-04-16 00:12:00,63428.0,63508.59,63404.0,63494.8,22.51852,1713226379999,1429247.25810990,1220,10.98807000,697339.34622590,0
2024-04-16 00:13:00,63494.8,63555.98,63492.6,63551.27,20.02992,1713226439999,1272344.23265900,1170,12.93191000,821443.80580860,0
2024-04-16 00:14:00,63551.27,63581.83,63536.0,63581.83,52.11271,1713226499999,3312210.00814110,1531,40.88657000,2598757.62043850,0
2024-04-16 00:15:00,63581.82,63674.65,63554.33,63656.01,41.66566,1713226559999,2650813.57872600,3861,21.99735000,1399500.89939400,0
2024-04-16 00:16:00,63656.01,63695.06,63625.41,63680.03,43.85072,1713226619999,2790962.53547060,2392,29.76923000,1894569.64642870,0
