timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-04-12 00:00:00,70006.22,70006.23,70002.22,70002.22,5.30929,1712880059999,371679.32107150,497,1.47565000,103304.06205070,0
2024-04-12 00:01:00,70002.22,70072.82,70002.22,70072.81,10.66729,1712880119999,747100.22163210,730,8.36289000,585699.04608600,0
2024-04-12 00:02:00,70072.81,70072.82,70072.81,70072.81,1.98615,1712880179999,139175.12065310,340,0.90716000,63567.25939120,0
2024-04-12 00:03:00,70072.82,70136.14,70072.81,70120.0,13.89177,1712880239999,974120.06679980,783,7.17894000,503361.95943400,0
2024-04-12 00:04:00,70120.0,70129.09,70120.0,70129.09,7.12776,1712880299999,499799.18735300,442,2.52145000,176804.65624180,0
2024-04-12 00:05:00,70129.09,70200.0,70129.08,70200.0,12.13319,1712880359999,851380.32684240,1453,10.91477000,765863.81378790,0
2024-04-12 00:06:00,70200.0,70200.0,70176.41,70199.98,9.19828,1712880419999,645651.90242030,535,3.01240000,211424.54487700,0
2024-04-12 00:07:00,70199.98,70199.99,70164.0,70191.98,6.56383,1712880479999,460629.50300630,734,3.67811000,258095.24153440,0
2024-04-12 00:08:00,70191.99,70191.99,70158.81,70158.82,8.15802,1712880539999,572530.84001370,537,1.76109000,123584.33530950,0
2024-04-12 00:09:00,70158.81,70191.78,70158.81,70191.78,4.04357,1712880599999,283747.23733250,416,3.06132000,214809.82718760,0
2024-04-12 00:10:00,70191.77,70273.01,70191.77,70273.0,30.31649,1712880659999,2129527.27441780,1598,28.99721000,2036846.75699580,0
2024-04-12 00:11:00,70273.0,70304.96,70273.0,70298.32,85.92527,1712880719999,6040187.47806560,1622,43.29898000,3043532.45823070,0
2024-04-12 00:12:00,70298.32,70298.33,70273.0,70273.0,21.96928,1712880779999,1544067.38877950,647,2.11129000,148396.43714810,0
2024-04-12 00:13:00,70273.01,70291.76,70273.0,70274.01,15.86231,1712880839999,1114810.09566470,607,7.12473000,500689.63215250,0
2024-04-12 00:14:00,70274.01,70274.01,70242.72,70242.73,21.69871,1712880899999,1524675.39132830,768,0.90883000,63849.36719580,0
