timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-05-05 00:00:00,63892.03,63981.25,63892.03,63978.3,58.58095,1714867259999,3745789.55902890,1814,41.21371000,2635120.69751040,0
2024-05-05 00:01:00,63978.31,64066.0,63978.3,64000.01,56.98074,1714867319999,3647724.01366340,2581,39.60062000,2535027.32494070,0
2024-05-05 00:02:00,64000.01,64020.02,64000.0,64008.01,6.56292,1714867379999,420138.04004050,499,4.69112000,300312.35607090,0
2024-05-05 00:03:00,64008.0,64008.01,63972.31,63972.32,7.03755,1714867439999,450363.78237180,573,2.50353000,160223.81081500,0
2024-05-05 00:04:00,63972.32,63995.88,63951.83,63974.57,19.35538,1714867499999,1238326.27790520,919,10.85401000,694418.71336610,0
2024-05-05 00:05:00,63974.57,63992.89,63950.0,63962.89,21.08761,1714867559999,1349035.15894020,860,5.52993000,353756.31113420,0
2024-05-05 00:06:00,63962.9,63962.9,63933.05,63952.72,10.21163,1714867619999,652989.42589380,521,7.21517000,461374.11035120,0
2024-05-05 00:07:00,63952.72,63968.83,63948.0,63968.82,5.19562,1714867679999,332311.70145200,476,3.81328000,243904.66468180,0
2024-05-05 00:08:00,63968.82,64005.85,63968.82,64005.84,9.48339,1714867739999,606855.54886950,568,8.50356000,544149.94814590,0
2024-05-05 00:09:00,64005.84,64011.76,63984.41,63992.79,13.65211,1714867799999,873757.24584280,718,3.06473000,196134.35068120,0
2024-05-05 00:10:00,63992.78,63999.32,63992.78,63999.31,7.7179,1714867859999,493926.93145080,1004,5.67334000,363078.22226450,0
2024-05-05 00:11:00,63999.32,64029.08,63999.31,64024.0,14.19478,1714867919999,908692.64895380,797,9.22015000,590227.21498530,0
2024-05-05 00:12:00,64024.0,64024.01,64006.02,64008.0,7.80634,1714867979999,499724.48356900,537,3.50347000,224267.44283080,0
2024-05-05 00:13:00,64008.0,64024.31,64008.0,64024.31,10.51783,1714868039999,673349.19254710,512,6.02090000,385444.09739070,0
2024-05-05 00:14:00,64024.31,64025.56,64024.3,64025.55,8.61279,1714868099999,551428.74500640,430,6.80492000,435680.95859640,0
2024-05-05 00:15:00,64025.56,64038.36,64025.55,64038.35,11.22495,1714868159999,718779.41218770,677,8.03327000,514395.99915250,0
2024-05-05 00:16:00,64038.35,64038.36,64024.31,64031.99,17.24162,1714868219999,1104024.04885810,629,4.59794000,294425.92787100,0
2024-05-05 00:17:00,64031.99,64032.0,64024.31,64024.31,4.12769,1714868279999,264283.18436700,342,1.11314000,71269.30705920,0
2024-05-05 00:18:00,64024.31,64024.68,63946.05,63946.06,27.869,1714868339999,1783479.38121120,1001,7.90998000,506125.20338290,0
2024-05-05 00:19:00,63946.05,64019.13,63946.05,64019.13,8.51238,1714868399999,544670.98563470,572,5.80878000,371658.18548360,0
2024-05-05 00:20:00,64019.12,64019.13,63978.0,63998.2,7.19563,1714868459999,460509.85152070,544,1.47507000,94386.77905950,0
2024-05-05 00:21:00,63998.21,64018.0,63988.0,64006.48,18.77732,1714868519999,1201817.68610230,636,14.37955000,920315.13587130,0
2024-05-05 00:22:00,64006.48,64020.53,64006.47,64020.53,8.95472,1714868579999,573232.91170590,419,8.44363000,540515.30831540,0
2024-05-05 00:23:00,64020.53,64020.54,64014.41,64020.54,3.59863,1714868639999,230384.32726130,281,1.13075000,72390.52580400,0
2024-05-05 00:24:00,64020.54,64020.54,63970.0,63970.01,10.2217,1714868699999,654090.40319250,494,0.20074000,12845.17194860,0
2024-05-05 00:25:00,63970.0,64023.0,63970.0,64022.99,12.48322,1714868759999,798908.16732550,585,11.43780000,731988.19538830,0
2024-05-05 00:26:00,64022.99,64104.81,64016.0,64104.81,72.37628,1714868819999,4635352.23124770,1904,62.97391000,4032998.81894440,0
2024-05-05 00:27:00,64104.81,64168.55,64098.0,64166.03,26.41812,1714868879999,1694389.01899560,1818,20.13130000,1291199.24844360,0
2024-05-05 00:28:00,64166.04,64188.0,64102.0,64113.46,43.55111,1714868939999,2793525.35793030,1293,25.51054000,1636511.31307220,0
2024-05-05 00:29:00,64113.46,64135.72,63911.08,63914.33,85.77831,1714868999999,5492281.67129930,2358,18.28120000,1170399.85689270,0
2024-05-05 00:30:00,63914.33,63924.78,63881.29,63884.0,36.25977,1714869059999,2317010.59587300,1029,18.99889000,1214014.44121050,0
2024-05-05 00:31:00,63884.0,63884.01,63858.12,63860.01,8.27815,1714869119999,528741.46093080,690,1.61746000,103306.80041550,0
2024-05-05 00:32:00,63860.01,63860.01,63846.29,63852.22,4.95214,1714869179999,316216.08265370,458,1.59311000,101724.20442740,0
2024-05-05 00:33:00,63852.21,63894.01,63818.27,63818.28,10.69483,1714869239999,682975.48165580,874,3.55207000,226859.62379300,0
2024-05-05 00:34:00,63818.28,63829.49,63733.4,63745.91,36.28191,1714869299999,2313729.53950800,1896,8.45990000,539563.49338860,0
2024-05-05 00:35:00,63745.92,63796.55,63729.51,63732.77,33.07282,1714869359999,2108790.24406690,1219,16.72375000,1066239.90350100,0
2024-05-05 00:36:00,63732.78,63778.02,63619.89,63700.01,50.24616,1714869419999,3200117.74833680,2732,18.38713000,1170911.86657960,0
2024-05-05 00:37:00,63700.02,63717.0,63649.32,63694.01,44.07982,1714869479999,2807579.95563850,1282,23.33773000,1486455.31234500,0
2024-05-05 00:38:00,63694.01,63724.72,63670.17,63724.71,16.82213,1714869539999,1071426.55298490,859,10.21220000,650430.97073070,0
2024-05-05 00:39:00,63724.72,63741.5,63702.49,63741.09,9.19199,1714869599999,585769.05412240,619,3.11055000,198215.39579190,0
2024-05-05 00:40:00,63741.08,63741.09,63659.05,63677.03,19.57983,1714869659999,1247151.14174730,729,4.17240000,265698.95775900,0
2024-05-05 00:41:00,63677.03,63710.0,63660.0,63709.99,13.78316,1714869719999,877696.17102610,543,10.47999000,667336.99122340,0
2024-05-05 00:42:00,63709.99,63710.0,63476.79,63501.21,107.04689,1714869779999,6804370.73427740,4319,28.22343000,1793634.96070190,0
2024-05-05 00:43:00,63501.21,63538.0,63446.04,63457.27,49.57302,1714869839999,3146941.99097150,1970,15.45364000,980969.81140620,0
2024-05-05 00:44:00,63457.27,63524.57,63457.27,63468.01,20.60263,1714869899999,1308094.81156480,1016,8.59918000,545912.88242220,0
2024-05-05 00:45:00,63468.0,63510.3,63468.0,63510.29,14.19793,1714869959999,901412.36578010,631,8.53094000,541595.75187350,0
2024-05-05 00:46:00,63510.3,63528.6,63499.72,63528.59,14.26439,1714870019999,905987.84139520,624,7.36576000,467835.50287020,0
2024-05-05 00:47:00,63528.59,63528.6,63500.04,63500.04,14.76506,1714870079999,937854.92369360,723,4.81962000,306110.47801480,0
2024-05-05 00:48:00,63500.05,63532.75,63500.04,63531.92,4.23125,1714870139999,268782.57668460,388,3.33238000,211683.53943560,0
2024-05-05 00:49:00,63531.93,63541.48,63522.0,63534.71,13.48963,1714870199999,857057.27122460,613,6.66341000,423348.43222450,0
2024-05-05 00:50:00,63534.7,63534.72,63500.31,63500.32,12.73214,1714870259999,808742.50786230,555,5.25082000,333550.93906770,0
2024-05-05 00:51:00,63500.32,63524.23,63490.0,63490.01,26.26081,1714870319999,1667808.30138350,720,6.11628000,388383.36891210,0
2024-05-05 00:52:00,63490.0,63516.0,63490.0,63513.68,14.52514,1714870379999,922376.95972430,584,8.43834000,535831.23281650,0
2024-05-05 00:53:00,63513.67,63513.68,63465.83,63465.84,12.63569,1714870439999,802283.08082010,594,5.56637000,353428.01406850,0
2024-05-05 00:54:00,63465.83,63469.37,63418.53,63442.16,25.01299,1714870499999,1586777.79831920,1212,7.23892000,459153.23694690,0
2024-05-05 00:55:00,63442.16,63505.6,63442.15,63491.22,10.63652,1714870559999,675147.01733320,655,7.75631000,492290.03979070,0
2024-05-05 00:56:00,63491.23,63500.0,63486.01,63499.99,5.19063,1714870619999,329557.93774860,373,2.32020000,147311.63864830,0
2024-05-05 00:57:00,63499.99,63509.41,63493.37,63509.4,8.60498,1714870679999,546393.72405840,408,6.42931000,408231.00150420,0
2024-05-05 00:58:00,63509.41,63514.0,63509.25,63509.26,3.66923,1714870739999,233038.94120550,292,1.85034000,117515.99935100,0
2024-05-05 00:59:00,63509.26,63512.0,63500.0,63509.52,4.63914,1714870799999,294618.66818120,377,2.31484000,147007.81473590,0
2024-05-05 01:00:00,63509.52,63514.51,63474.0,63476.8,11.42898,1714870859999,725647.17986910,689,3.71495000,235884.39567620,0
