timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-04-26 00:00:00,64498.33,64539.99,64498.33,64525.51,16.60011,1714089659999,1071162.51948110,697,6.12105000,394928.65270470,0
2024-04-26 00:01:00,64525.51,64538.0,64525.5,64537.99,3.82948,1714089719999,247126.66017520,416,3.14512000,202965.61609660,0
2024-04-26 00:02:00,64537.99,64557.03,64537.98,64540.74,8.49431,1714089779999,548291.59164950,526,4.85897000,313623.87596890,0
2024-04-26 00:03:00,64540.74,64551.22,64504.0,64517.24,13.33531,1714089839999,860414.74031500,598,6.06282000,391146.81885620,0
2024-04-26 00:04:00,64517.23,64517.24,64504.62,64504.62,9.9708,1714089899999,643247.31010670,439,2.90611000,187484.90520870,0
2024-04-26 00:05:00,64504.63,64504.63,64494.55,64504.63,15.42946,1714089959999,995241.17064180,532,10.61717000,684835.06837570,0
2024-04-26 00:06:00,64504.62,64504.63,64494.55,64494.55,3.89688,1714090019999,251353.54235750,350,0.54094000,34890.82014970,0
2024-04-26 00:07:00,64494.56,64494.56,64494.55,64494.56,1.80927,1714090079999,116688.05755420,195,0.30757000,19836.59181920,0
2024-04-26 00:08:00,64494.56,64510.12,64494.55,64510.12,10.20052,1714090139999,657900.14258450,393,8.42736000,543540.49103610,0
2024-04-26 00:09:00,64510.11,64515.59,64504.0,64504.01,7.22596,1714090199999,466165.27627390,371,2.45655000,158473.73210170,0
2024-04-26 00:10:00,64504.0,64520.0,64504.0,64519.99,5.25478,1714090259999,338987.08458700,373,4.10332000,264701.65404820,0
2024-04-26 00:11:00,64520.0,64551.22,64503.84,64503.85,15.33498,1714090319999,989516.13462720,728,5.25884000,339333.80447100,0
2024-04-26 00:12:00,64503.84,64523.79,64503.84,64523.78,12.71821,1714090379999,820476.64611490,419,11.67577000,753231.63539430,0
2024-04-26 00:13:00,64523.79,64523.79,64462.62,64462.62,10.5746,1714090439999,682055.90644510,558,0.38696000,24954.53746500,0
2024-04-26 00:14:00,64462.63,64473.54,64393.53,64424.0,31.69406,1714090499999,2041989.76523530,1947,10.91770000,703470.49602650,0
2024-04-26 00:15:00,64424.0,64424.01,64336.95,64375.3,68.11574,1714090559999,4384766.45267360,2045,29.24150000,1882025.29577410,0
2024-04-26 00:16:00,64375.29,64375.3,64351.53,64372.0,13.47509,1714090619999,867240.33157640,545,5.55252000,357359.47465680,0
2024-04-26 00:17:00,64372.0,64372.0,64341.66,64341.67,12.16679,1714090679999,782924.15827750,776,2.80747000,180645.32526750,0
2024-04-26 00:18:00,64341.66,64429.01,64341.66,64429.0,15.33064,1714090739999,986981.87447960,801,13.69727000,881813.29479530,0
2024-04-26 00:19:00,64429.01,64471.86,64429.0,64443.47,13.40431,1714090799999,863912.47074940,673,9.01022000,580660.63812760,0
2024-04-26 00:20:00,64443.47,64484.92,64443.47,64476.0,10.82823,1714090859999,698052.05608190,611,6.33728000,408494.23565360,0
2024-04-26 00:21:00,64476.0,64484.92,64465.43,64465.44,6.22586,1714090919999,401396.48835530,494,1.30640000,84234.17420160,0
2024-04-26 00:22:00,64465.44,64472.89,64452.56,64452.56,7.46251,1714090979999,481078.92768590,435,3.94389000,254245.29727150,0
2024-04-26 00:23:00,64452.57,64452.57,64399.34,64399.34,8.87885,1714091039999,571969.31287310,577,1.74520000,112410.49222070,0
2024-04-26 00:24:00,64399.35,64399.35,64333.33,64333.33,14.52656,1714091099999,934984.08348630,989,2.35871000,151814.88143150,0
